Name;Sector;Ticker;Country
Gamuda Bhd;Industrial;5398.KL;Malaysia
Genting Malaysia Berhad;Consumer discretionary;GMALF;Malaysia
Hibiscus Petroleum Berhad;Energy;5199.KL;Malaysia
WCT Holdings Berhad;Financial;9679.KL;Malaysia
Superlon Holdings Berhad;Financial;7235.KL;Malaysia
ALFA;Conglomerate;ALFAA.MX;Mexico
América Móvil;Telecommunications;AMXL.MX;Mexico
Cemex;Cement;CEMEXCPO.MX;Mexico
Grupo Elektra;Retail;ELEKTRA.MX;Mexico
Fomento Económico Mexicano (FEMSA);Beverages;FEMSAUBD.MX;Mexico
Grupo Financiero Banorte;Banking;GFNORTEO.MX;Mexico
Grupo Televisa;Media;TLEVISACPO.MX;Mexico
Wal-Mart de México;Retail;WALMEX.MX;Mexico
Aker;multi-sector holdings;AKER.OL;Norway
Aker BP;oil and gas exploration and production;AKERBP.OL;Norway
Bakkafrost;packaged foods and meats;BAKKA.OL;Norway
BW LPG;oil and gas storage and transportation;BWLPG.OL;Norway
BW Offshore;oil and gas equipment and services;BWO.OL;Norway
DNB;diversified banks;DNB.OL;Norway
DNO;oil and gas exploration and production;DNO.OL;Norway
Entra;real estate operating companies;ENTRA.OL;Norway
Equinor;integrated oil and gas;EQNR.OL;Norway
Frontline;oil and gas storage and transportation;FRO.OL;Norway
Gjensidige Forsikring;multi-line insurance;GJF.OL;Norway
Lerøy Seafood Group;packaged foods and meats;LSG.OL;Norway
Mowi;packaged foods and meats;MOWI.OL;Norway
NEL;heavy electrical equipement;NEL.OL;Norway
Norsk Hydro;aluminium;NHY.OL;Norway
Orkla;packaged foods and meats;ORK.OL;Norway
SalMar;packaged foods and meats;SALM.OL;Norway
Scatec Solar;renewable electricity;SSO.OL;Norway
Schibsted;publishing;SCHB.OL;Norway
Storebrand;life and health insurance;STB.OL;Norway
Subsea 7;oil and gas equipment and services;SUBC.OL;Norway
Telenor;integrated telecommunication services;TEL.OL;Norway
Tomra;environmental and facilities services;TOM.OL;Norway
TGS-NOPEC;oil and gas equipment and services;TGS.OL;Norway
Yara International;fertilizers and agricultural chemicals;YAR.OL;Norway
ABN AMRO;banks;ABN.AS;Netherlands
Adyen;support services, financial administration;ADYEN.AS;Netherlands
Aegon;life insurance;AGN.AS;Netherlands
Ahold Delhaize;food retailers & wholesalers;AD.AS;Netherlands
AkzoNobel;specialty chemicals;AKZA.AS;Netherlands
ArcelorMittal;iron & steel;MT.AS;Netherlands
ASM International;semiconductors;ASM.AS;Netherlands
ASML Holding;semiconductors;ASML.AS;Netherlands
ASR Nederland;full line insurance;ASRNL.AS;Netherlands
DSM;specialty chemicals;DSM.AS;Netherlands
Galapagos;biotechnology;GLPG.AS;Netherlands
Heineken;brewers;HEIA.AS;Netherlands
IMCD;specialty chemicals;IMCD.AS;Netherlands
ING Group;banks;INGA.AS;Netherlands
Just Eat Takeaway;specialized consumer services;TKWY.AS;Netherlands
KPN;fixed line telecommunications;KPN.AS;Netherlands
NN Group;life insurance;NN.AS;Netherlands
Philips;medical equipment;PHIA.AS;Netherlands
Prosus;Consumer Digital Services;PRX.AS;Netherlands
Randstad;business training & employment agencies;RAND.AS;Netherlands
RELX;publishing;REN.AS;Netherlands
Royal Dutch Shell;integrated oil & gas;RDSA.AS;Netherlands
Unibail-Rodamco-Westfield;retail REITs;URW.AS;Netherlands
Unilever;personal products;UNA.AS;Netherlands
Wolters Kluwer;publishing;WKL.AS;Netherlands
Auckland International Airport Limited;Airport Services;AIA.NZ;New Zealand
Air New Zealand Limited;Airlines;AIR.NZ;New Zealand
Australia and New Zealand Banking Group Limited;Diversified Banks;ANZ.NZ;New Zealand
Argosy Property Limited;Diversified REITs;ARG.NZ;New Zealand
Arvida Group Limited;Health Care Facilities;ARV.NZ;New Zealand
The a2 Milk Company Limited;Packaged Foods & Meats;ATM.NZ;New Zealand
Contact Energy Limited;Electric Utilities;CEN.NZ;New Zealand
Chorus Limited;Alternative Carriers;CNU.NZ;New Zealand
Ebos Group Limited;Health Care Distributors;EBO.NZ;New Zealand
Fletcher Building Limited;Construction Materials;FBU.NZ;New Zealand
Fisher & Paykel Healthcare Corporation Limited;Health Care Equipment;FPH.NZ;New Zealand
Freightways Limited;Air Freight & Logistics;FRE.NZ;New Zealand
Fonterra Shareholders' Fund;Packaged Foods & Meats;FSF.NZ;New Zealand
Goodman Property Trust;Diversified REITs;GMT.NZ;New Zealand
Genesis Energy Limited;Electric Utilities;GNE.NZ;New Zealand
Gentrack Group Limited;Application Software;GTK.NZ;New Zealand
Heartland Group Holdings Limited;Diversified Banks;HGH.NZ;New Zealand
Infratil Limited;Electric Utilities;IFT.NZ;New Zealand
Investore Property Limited;Retail REITs;IPL.NZ;New Zealand
Kathmandu Holdings Limited;Specialty Stores;KMD.NZ;New Zealand
Kiwi Property Group Limited;Retail REITs;KPG.NZ;New Zealand
Mercury NZ Limited;Electric Utilities;MCY.NZ;New Zealand
Meridian Energy Limited;Renewable Electricity;MEL.NZ;New Zealand
Metlifecare Limited;Health Care Facilities;MET.NZ;New Zealand
Mainfreight Limited;Air Freight & Logistics;MFT.NZ;New Zealand
The New Zealand Refining Company Limited;Energy Processing;NZR.NZ;New Zealand
NZX Limited;Financial Exchanges & Data;NZX.NZ;New Zealand
Oceania Healthcare Limited;Health Care Facilities;OCA.NZ;New Zealand
Precinct Properties New Zealand Limited;Office REITs;PCT.NZ;New Zealand
Property for Industry Limited;Industrial REITs;PFI.NZ;New Zealand
Port of Tauranga Limited;Marine Ports & Services;POT.NZ;New Zealand
Pushpay Holdings Limited;Application Software;PPH.NZ;New Zealand
Restaurant Brands New Zealand Limited;Restaurants;RBD.NZ;New Zealand
Ryman Healthcare Limited;Health Care Facilities;RYM.NZ;New Zealand
Sanford Limited;Packaged Foods & Meats;SAN.NZ;New Zealand
Scales Corporation Limited;Packaged Foods & Meats;SCL.NZ;New Zealand
SkyCity Entertainment Group Limited;Casinos & Gaming;SKC.NZ;New Zealand
Skellerup Holdings Limited;Industrial Machinery;SKL.NZ;New Zealand
Sky Network Television Limited;Cable & Satellite;SKT.NZ;New Zealand
Synlait Milk Limited;Packaged Foods & Meats;SML.NZ;New Zealand
Stride Property Ltd & Stride Investment Management Ltd;Diversified REITs;SPG.NZ;New Zealand
Spark New Zealand Limited;Integrated Telecommunication Services;SPK.NZ;New Zealand
Summerset Group Holdings Limited;Health Care Facilities;SUM.NZ;New Zealand
Tourism Holdings Limited;Trucking;THL.NZ;New Zealand
Trustpower Limited;Electric Utilities;TPW.NZ;New Zealand
Vector Limited;Multi-Utilities;VCT.NZ;New Zealand
Vista Group International Limited;Application Software;VGL.NZ;New Zealand
Vital Healthcare Property Trust;Health Care REITs;VHP.NZ;New Zealand
Westpac Banking Corporation;Diversified Banks;WBC.NZ;New Zealand
Z Energy Limited;Oil & Gas Refining & Marketing;ZEL.NZ;New Zealand
Compañía de Minas Buenaventura;Mining;BVN;Peru
Credicorp;Banking;BAP;Peru
Southern Copper Corp.;Mining;SCCO;Peru
Altri;Industrial Goods & Services;ALTR.LS;Portugal
Banco Comercial Português;Banks;BCP.LS;Portugal
Corticeira Amorim;Food & Beverage;COR.LS;Portugal
CTT Correios de Portugal;Industrial Goods & Services;CTT.LS;Portugal
EDP Renováveis;Utilities;EDPR.LS;Portugal
Energias de Portugal;Utilities;EDP.LS;Portugal
Galp Energia;Oil & Gas;GALP.LS;Portugal
Ibersol;Travel & Leisure;IBS.LS;Portugal
Jerónimo Martins;Retail;JMT.LS;Portugal
Mota-Engil;Construction & Materials;EGL.LS;Portugal
NOS;Media;NOS.LS;Portugal
Novabase;Technology;NBA.LS;Portugal
Pharol;Telecommunications;PHR.LS;Portugal
Redes Energéticas Nacionais;Utilities;RENE.LS;Portugal
Semapa;Basic Resources;SEM.LS;Portugal
Sonae;Retail;SON.LS;Portugal
Sonae Capital;Financial Services;SONC.LS;Portugal
The Navigator Company;Basic Resources;NVG.LS;Portugal
Gulf Warehousing Company Q.P.S.C.;Industrial;GWCS.QA;Qatar
Vodafone Qatar Q.S.C.;Communication Services;VFQS.QA;Qatar
Qatar Oman Investment Company Q.S.C.;Financial Services;QOIS.QA;Qatar
Qatar International Islamic Bank (Q.S.C);Financial Services;QIIK.QA;Qatar
Qatar Fuel Company Q.S.C.;Energy;QFLS.QA;Qatar
Mazaya Qatar Real Estate Development Q.S.C.;Real Estate;MRDS.QA;Qatar
Masraf Al Rayan (Q.P.S.C.);Financial Services;MARK.QA;Qatar
Industries Qatar Q.S.C.;Materials;IQCD.QA;Qatar
Ezdan Holding Group Q.S.C.;Real Estate;ERES.QA;Qatar
Doha Insurance Company Q.S.C.;Financial Services;DOHI.QA;Qatar
Barwa Real Estate Company;Real Estate;BRES.QA;Qatar
Qatar General Insurance & Reinsurance Company PJSC;Financial Services;QGRI.QA;Qatar
Al Meera Consumer Goods Company Q.S.C.;Consumer Cyclical;MERS.QA;Qatar
Qatar National Cement Company (Q.S.C.);Materials;QNCD.QA;Qatar
Dlala Brokerage and Investment Holding Company (Q.P.S.C);Financial Services;DBIS.QA;Qatar
Qatari German Company for Medical Devices Q.S.C.;Healthcare;QGMD.QA;Qatar
Qatar Insurance Company S.A.Q.;Financial Services;QATI.QA;Qatar
Al Khaleej Takaful Group (Q.P.S.C.);Financial Services;AKHI.QA;Qatar
Ahli Bank Q.S.C.;Financial Services;ABQK.QA;Qatar
Widam Food Company Q.S.C.;Consumer Defensive;WDAM.QA;Qatar
Qatari Investors Group Q.S.C.;Materials;QIGD.QA;Qatar
Aamal Company Q.P.S.C.;Industrials;AHCS.QA;Qatar
Gulf International Services Q.S.C.;Energy;GISS.QA;Qatar
Medicare Group Q.S.C.;Healthcare;MCGS.QA;Qatar
Qatar Industrial Manufacturing Company Q.P.S.C.;Industrials;QIMD.QA;Qatar
Qatar Gas Transport Company Limited (Nakilat) Q.S.C.;Industrials;QGTS.QA;Qatar
Doha Bank Q.S.C.;Financial Services;DHBK.QA;Qatar
Qatar Islamic Insurance Company Q.S.C;Financial Services;QISI.QA;Qatar
Qatar Navigation Q.P.S.C.;Industrials;QNNS.QA;Qatar
The Commercial Bank (P.S.Q.C.);Financial Services;CBQK.QA;Qatar
Qatar Cinema and Film Distribution Company (Q.P.S.C);Communication Services;QCFS.QA;Qatar
Islamic Holding Group (Q.S.C.);Financial Services;IHGS.QA;Qatar
Alijarah Holding (Q.P.S.C);Real Estate;NLCS.QA;Qatar
Ooredoo Q.P.S.C.;Communication Services;ORDS.QA;Qatar
Qatar Electricity and Water Company Q.S.C.;Utilities;QEWS.QA;Qatar
United Development Company Q.P.S.C.;Real Estate;UDCD.QA;Qatar
Qatar Islamic Bank (Q.P.S.C.);Financial Services;QIBK.QA;Qatar
Salam International Investment Limited Q.P.S.C.;Industrials;SIIS.QA;Qatar
Qatar National Bank S.A.Q.;Financial Services;QNBK.QA;Qatar
Mesaieed Petrochemical Holding Company Q.S.C.;Materials;MPHC.QA;Qatar
Al Khalij Commercial Bank (al khaliji) P.Q.S.C.;Financial Services;KCBK.QA;Qatar
Mannai Corporation Q.P.S.C.;Technology;MCCS.QA;Qatar
Zad Holding Company Q.S.C.;Consumer Defensive;ZHCD.QA;Qatar
Banca Transilvania S.A.;banking;0DP9.IL;Romania
S.N.G.N. Romgaz S.A.;natural gas;RZ8G.F;Romania
AFK Sistema;Conglomerate;AFKS.ME;Russia
Aeroflot;Transportation;AFLT.ME;Russia
Rosagro;Agriculture;AGRO.ME;Russia
Acron;Chemicals;AKRN.ME;Russia
Lenta;Retail;LNTA.ME;Russia
Credit Bank of Moscow;Banking;CBOM.ME;Russia
Detsky Mir;Retail;DSKY.ME;Russia
SeverStal;Mining & Metallurgy;CHMF.ME;Russia
DIXY;Retail;DIXY.ME;Russia
FGC UES;Electric utility;FEES.ME;Russia
Gazprom;Oil & gas;GAZP.ME;Russia
Norilsk Nickel;Mining & Metallurgy;GMKN.ME;Russia
RusHydro;Energy;HYDR.ME;Russia
Inter RAO;Energy;IRAO.ME;Russia
Lukoil;Oil & gas;LKOH.ME;Russia
LSR Group;Real estate development;LSRG.ME;Russia
Magnitogorsk Iron and Steel Works;Metallurgy;MAGN.ME;Russia
MegaFon;Telecommunication;MFOYY;Russia
OJSC Magnit;Retail;MGNT.ME;Russia
Moscow Exchange;Stock exchange;MOEX.ME;Russia
Mosenergo;Energy;MSNG.ME;Russia
Mechel;Mining & Metallurgy;MTLR.ME;Russia
Alrosa;Mining;ALRS.ME;Russia
Mobile TeleSystems;Telecommunication;MTSS.ME;Russia
M.video;Retail;MVID.ME;Russia
Novolipetsk Steel;Metallurgy;NLMK.ME;Russia
Novorossiysk Commercial Sea Port;Transportation;NMTP.ME;Russia
Novatek;Oil & gas;NVTK.ME;Russia
PhosAgro;Chemicals;PHOR.ME;Russia
PIK Group;Real estate development;PIKK.ME;Russia
Polyus Gold;Mining;PLZL.ME;Russia
Polymetal International;Mining;POLY.ME;Russia
Rosneft;Oil & gas;ROSN.ME;Russia
Rosseti;Electric utility;RSTI.ME;Russia
Rostelecom;Telecommunication;RTKM.ME;Russia
Rusal;Mining;RUAL.ME;Russia
Sberbank;Banking;SBER.ME;Russia
Sberbank;Banking;SBERP.ME;Russia
Surgutneftegas;Oil & gas;SNGS.ME;Russia
Surgutneftegas;Oil & gas;SNGSP.ME;Russia
Tatneft;Oil & gas;TATN.ME;Russia
Tatneft;Oil & gas;TATNP.ME;Russia
OAO TMK;Steel industry;TRMK.ME;Russia
Transneft;Oil & gas;TRNFP.ME;Russia
Unipro;Electric utility;UPRO.ME;Russia
Russneft;Refining;RNFT.ME;Russia
United Wagon Company;Mechanical engineering;UWGN.ME;Russia
VTB Bank;Banking;VTBR.ME;Russia
Yandex;Internet;YNDX.ME;Russia
Skanska AB (publ);Industrials;SKA-B.ST;Sweden
Sandvik AB;Industrials;SAND.ST;Sweden
Swedish Match AB (publ);Tobacco;SWMA.ST;Sweden
AB SKF (publ);Industrials;SKF-B.ST;Sweden
Autoliv, Inc.;Auto Parts;ALIV-SDB.ST;Sweden
Swedbank AB (publ);Banks;SWED-A.ST;Sweden
AB Electrolux (publ);Technology;ELUX-B.ST;Sweden
ABB Ltd;Industrials;ABB.ST;Sweden
ASSA ABLOY AB (publ);Industrials;ASSA-B.ST;Sweden
AstraZeneca PLC;Healthcare;AZN.ST;Sweden
Hexagon AB (publ);Technology;HEXA-B.ST;Sweden
Tele2 AB (publ);Telecommunication;TEL2-B.ST;Sweden
Boliden AB (publ);Financial Services;BOL.ST;Sweden
Atlas Copco AB;Industrials;ATCO-B.ST;Sweden
Investor AB (publ);Financial Services;INVE-B.ST;Sweden
Nordea Bank Abp;Financial Services;NDA-SE.ST;Sweden
Atlas Copco AB;Industrials;ATCO-A.ST;Sweden
AB Volvo (publ);Industrials;VOLV-B.ST;Sweden
Getinge AB;Healthcare;GETI-B.ST;Sweden
Svenska Handelsbanken AB (publ);Industrials;SHB-A.ST;Sweden
Svenska Cellulosa Aktiebolaget SCA (publ);Forestry;SCA-B.ST;Sweden
Securitas AB;Banks;SECU-B.ST;Sweden
H & M Hennes & Mauritz AB (publ);Apparel Manufacturing;HM-B.ST;Sweden
Kinnevik AB;Financial Services;KINV-B.ST;Sweden
Alfa Laval AB (publ);Industrials;ALFA.ST;Sweden
Telefonaktiebolaget LM Ericsson (publ);Technology;ERIC-B.ST;Sweden
Telia Company AB (publ);Communication Services;TELIA.ST;Sweden
Skandinaviska Enskilda Banken AB (publ.);Banks;SEB-A.ST;Sweden
SSAB AB (publ);Basic Materials;SSAB-A.ST;Sweden
Essity AB (publ);Healthcare;ESSITY-B.ST;Sweden
Nestlé;Food;NESN.SW;Switzerland
Novartis;Pharmacy;NOVN.SW;Switzerland
Hoffmann-La Roche;Pharmacy;ROG.SW;Switzerland
Zurich Insurance Group;Insurance;ZURN.SW;Switzerland
ABB;Electrical equipment;ABBN.SW;Switzerland
UBS;Banks;UBSG.SW;Switzerland
Lonza;Chemistry;LONN.SW;Switzerland
Givaudan;Chemistry;GIVN.SW;Switzerland
Richemont;Luxury Goods;CFR.SW;Switzerland
Sika;Chemistry;SIKA.SW;Switzerland
LafargeHolcim;Building materials;LHN.SW;Switzerland
Swisscom;Telecommunications;SCMN.SW;Switzerland
Alcon;Pharmacy;ALC.SW;Switzerland
Credit Suisse;Banks;CSGN.SW;Switzerland
Partners Group;Private equity;PGHN.SW;Switzerland
Swiss Re;Insurance;SREN.SW;Switzerland
Geberit;Sanitary engineering;GEBN.SW;Switzerland
SGS;Services;SGSN.SW;Switzerland
Swiss Life Holding;Insurance;SLHN.SW;Switzerland
Swatch Group;Watches;UHR.SW;Switzerland
Vanachai Group Public Company Limited;Basic Materials;VNG.BK;Thailand
Thoresen Thai Agencies Public Company Limited;Industrials;TTA.BK;Thailand
Precious Shipping Public Company Limited;Industrials;PSL.BK;Thailand
The Siam Cement Public Company Limited;Basic Materials;SCC.BK;Thailand
Bangkok Bank Public Company Limited;Bank;BBL.BK;Thailand
Selçuk Ecza Deposu Ticaret ve Sanayi A.S.;Healthcare;SELEC.IS;Turkey
Pergamon-Status Dis Ticaret A.S.;Industrials;PSDTC.IS;Turkey
Global Menkul Degerler Anonim Sirketi;Financial Services;GLBMD.IS;Turkey
Eregli Demir ve Çelik Fabrikalari T.A.S.;Materials;EREGL.IS;Turkey
Türk Hava Yollari Anonim Ortakligi;Industrials;THYAO.IS;Turkey
Turkiye Sinai Kalkinma Bankasi A.S.;Financial Services;TSKB.IS;Turkey
Türk Prysmian Kablo ve Sistemleri Anonim Sirketi;Industrials;PRKAB.IS;Turkey
Kordsa Global Endüstriyel Iplik ve Kord Bezi Sanayi ve Ticaret A.S.;Consumer Cyclical;KORDS.IS;Turkey
Kartonsan Karton Sanayi ve Ticaret Anonim Sirketi;Consumer Cyclical;KARTN.IS;Turkey
Enka Insaat ve Sanayi A.S.;Industrials;ENKAI.IS;Turkey
Adel Kalemcilik Ticaret ve Sanayi A.S.;Industrials;ADEL.IS;Turkey
Vakif Finansal Kiralama A.S.;Industrials;VAKFN.IS;Turkey
Karsu Tekstil Sanayii ve Ticaret A.S.;Consumer Cyclical;KRTEK.IS;Turkey
Marti Otel Isletmeleri A.S.;Consumer Cyclical;MARTI.IS;Turkey
Sanko Pazarlama Ithalat Ihracat Anonim Sirketi;Consumer Cyclical;SANKO.IS;Turkey
Pinar Su Sanayi ve Ticaret A.S.;Consumer Defensive;PINSU.IS;Turkey
Ata Gayrimenkul Yatirim Ortakligi Anonim Sirketi;Real Estate;ATAGY.IS;Turkey
Oylum Sinai Yatirimlar Anonim Sirketi;Consumer Defensive;OYLUM.IS;Turkey
Odas Elektrik Üretim Sanayi Ticaret A.S.;Utilities;ODAS.IS;Turkey
Is Yatirim Ortakligi A.S.;Financial Services;ISYAT.IS;Turkey
Ford Otomotiv Sanayi A.S.;Consumer Cyclical;FROTO.IS;Turkey
Euro Trend Yatirim Ortakligi Anonim Sirketi;Financial Services;ETYAT.IS;Turkey
Alarko Gayrimenkul Yatirim Ortakligi A.S.;Real Estate;ALGYO.IS;Turkey
Akis Gayrimenkul Yatirim Ortakligi A.S.;Real Estate;AKSGY.IS;Turkey
Metemtur Otelcilik ve Turizm Isletmeleri A.S.;Consumer Cyclical;METUR.IS;Turkey
Ozderici Gayrimenkul Yatirim Ortakligi A.S.;Real Estate;OZGYO.IS;Turkey
Olmuksan International Paper Ambalaj Sanayi ve Ticaret A.S.;Consumer Cyclical;OLMIP.IS;Turkey
Yapi Kredi Koray Gayrimenkul Yatirim Ortakligi A.S.;Real Estate;YKGYO.IS;Turkey
Türkiye Petrol Rafinerileri A.S.;Energy;TUPRS.IS;Turkey
Yaprak Süt ve Besi Çiftlikleri Sanayi ve Ticaret A.S.;Consumer Defensive;YAPRK.IS;Turkey
Hürriyet Gazetecilik ve Matbaacilik A.S.;Communication Services;HURGZ.IS;Turkey
Ege Seramik Sanayi ve Ticaret A.S.;Industrials;EGSER.IS;Turkey
Ege Profil Ticaret ve Sanayi Anonim Sirketi;Industrials;EGPRO.IS;Turkey
Edip Gayrimenkul Yatirim Sanayi ve Ticaret AS;Real Estate;EDIP.IS;Turkey
Çimsa Çimento Sanayi ve Ticaret Anonim Sirketi;Materials;CIMSA.IS;Turkey
Borusan Mannesmann Boru Sanayi ve Ticaret A.S.;Materials;BRSAN.IS;Turkey
Akçansa Çimento Sanayi ve Ticaret A.S.;Materials;AKCNS.IS;Turkey
Çemtas Çelik Makina Sanayi ve Ticaret A.S.;Materials;CEMTS.IS;Turkey
Karsan Otomotiv Sanayii ve Ticaret A.S.;Consumer Cyclical;KARSN.IS;Turkey
Tümosan Motor ve Traktör Sanayi A.S.;Industrials;TMSN.IS;Turkey
Milpa Ticari ve Sinai Ürünler Pazarlama Sanayi ve Ticaret A.S.;Industrials;MIPAZ.IS;Turkey
Pinar Entegre Et ve Un Sanayii A.S.;Consumer Defensive;PETUN.IS;Turkey
Türk Traktör ve Ziraat Makineleri A.S.;Industrials;TTRAK.IS;Turkey
Galatasaray Sportif Sinai ve Ticari Yatirimlar A.S.;Consumer Cyclical;GSRAY.IS;Turkey
San-El Muhendislik Elektrik Taahhut Sanayi ve Ticaret A.S.;Industrials;SANEL.IS;Turkey
Saray Matbaacilik Kagitçilik kirtasiyecilik Ticaret Ve Sanayi A.S.;Industrials;SAMAT.IS;Turkey
Intema Insaat ve Tesisat Malzemeleri Yatirim ve Pazarlama A.S;Consumer Cyclical;INTEM.IS;Turkey
Aselsan Elektronik Sanayi ve Ticaret Anonim Sirketi;Industrials;ASELS.IS;Turkey
EIS Eczacibasi Ilaç, Sinai ve Finansal Yatirimlar Sanayi ve Ticaret A.S.;Healthcare;ECILC.IS;Turkey
Federal - Mogul Izmit Piston Ve Pim Uretim Tesisleri A.S.;Consumer Cyclical;FMIZP.IS;Turkey
Is Girisim Sermayesi Yatirim Ortakligi AS;Materials;ISGSY.IS;Turkey
3i;Financial Services;III.L;United Kingdom
Admiral Group;Nonlife Insurance;ADM.L;United Kingdom
Anglo American plc;Mining;AAL.L;United Kingdom
Antofagasta;Mining;ANTO.L;United Kingdom
Ashtead Group;Support Services;AHT.L;United Kingdom
Associated British Foods;Food Producers;ABF.L;United Kingdom
AstraZeneca;Pharmaceuticals & Biotechnology;AZN.L;United Kingdom
Auto Trader Group;Media;AUTO.L;United Kingdom
Avast;Software and Computer Services;AVST.L;United Kingdom
Aveva;Software & Computer Services;AVV.L;United Kingdom
Aviva;Life Insurance;AV.L;United Kingdom
B&M;Retailers;BME.L;United Kingdom
BAE Systems;Aerospace & Defence;BA.L;United Kingdom
Barclays;Banks;BARC.L;United Kingdom
Barratt Developments;Household Goods & Home Construction;BDEV.L;United Kingdom
Berkeley Group Holdings;Household Goods & Home Construction;BKG.L;United Kingdom
BHP;Mining;BHP.L;United Kingdom
BP;Oil & Gas Producers;BP.L;United Kingdom
British American Tobacco;Tobacco;BATS.L;United Kingdom
British Land;Real Estate Investment Trusts;BLND.L;United Kingdom
BT Group;Fixed Line Telecommunications;BT-A.L;United Kingdom
Bunzl;Support Services;BNZL.L;United Kingdom
Burberry;Personal Goods;BRBY.L;United Kingdom
Coca-Cola HBC;Beverages;CCH.L;United Kingdom
Compass Group;Support Services;CPG.L;United Kingdom
CRH plc;Construction & Materials;CRH.L;United Kingdom
Croda International;Chemicals;CRDA.L;United Kingdom
DCC plc;Support Services;DCC.L;United Kingdom
Diageo;Beverages;DGE.L;United Kingdom
Evraz;Industrial Metals & Mining;EVR.L;United Kingdom
Experian;Support Services;EXPN.L;United Kingdom
Ferguson plc;Support Services;FERG.L;United Kingdom
Flutter Entertainment;Travel & Leisure;FLTR.L;United Kingdom
Fresnillo;Mining;FRES.L;United Kingdom
GlaxoSmithKline;Pharmaceuticals & Biotechnology;GSK.L;United Kingdom
Glencore;Mining;GLEN.L;United Kingdom
GVC Holdings;Travel and Leisure;GVC.L;United Kingdom
Halma;Electronic & Electrical Equipment;HLMA.L;United Kingdom
Hargreaves Lansdown;Financial Services;HL.L;United Kingdom
Hikma Pharmaceuticals;Pharmaceuticals & Biotechnology;HIK.L;United Kingdom
Homeserve;Consumer services;HSV.L;United Kingdom
HSBC;Banks;HSBA.L;United Kingdom
Imperial Brands;Tobacco;IMB.L;United Kingdom
Informa;Media;INF.L;United Kingdom
InterContinental Hotels Group;Travel & Leisure;IHG.L;United Kingdom
Intermediate Capital Group;Investment Services;ICP.L;United Kingdom
International Airlines Group;Travel & Leisure;IAG.L;United Kingdom
Intertek;Support Services;ITRK.L;United Kingdom
JD Sports;General Retailers;JD.L;United Kingdom
Johnson Matthey;Chemicals;JMAT.L;United Kingdom
Just Eat Takeaway;Software and Computer Services;JET.L;United Kingdom
Kingfisher;Retailers;KGF.L;United Kingdom
Land Securities;Real Estate Investment Trusts;LAND.L;United Kingdom
Legal & General;Life Insurance;LGEN.L;United Kingdom
Lloyds Banking Group;Banks;LLOY.L;United Kingdom
London Stock Exchange Group;Financial Services;LSE.L;United Kingdom
M&G;Asset Managers;MNG.L;United Kingdom
Melrose Industries;Automobiles & Parts;MRO.L;United Kingdom
Mondi;Forestry & Paper;MNDI.L;United Kingdom
Morrisons;Food & Drug Retailers;MRW.L;United Kingdom
National Grid plc;Gas, Water & Multi-utilities;NG.L;United Kingdom
NatWest Group;Banks;NWG.L;United Kingdom
Next plc;General Retailers;NXT.L;United Kingdom
Ocado;Food & Drug Retailers;OCDO.L;United Kingdom
Pearson plc;Media;PSON.L;United Kingdom
Pennon Group;Water;PNN.L;United Kingdom
Persimmon plc;Household Goods & Home Construction;PSN.L;United Kingdom
Phoenix Group;Life Insurance;PHNX.L;United Kingdom
Polymetal International;Precious Metals and Mining;POLY.L;United Kingdom
Prudential plc;Life Insurance;PRU.L;United Kingdom
Reckitt Benckiser;Household Goods & Home Construction;RB.L;United Kingdom
RELX;Media;REL.L;United Kingdom
Rentokil Initial;Support Services;RTO.L;United Kingdom
Rio Tinto;Mining;RIO.L;United Kingdom
Rightmove;Media;RMV.L;United Kingdom
Rolls-Royce Holdings;Aerospace & Defence;RR.L;United Kingdom
Royal Dutch Shell;Oil & Gas Producers;RDSA.L;United Kingdom
RSA Insurance Group;Nonlife Insurance;RSA.L;United Kingdom
Sage Group;Software & Computer Services;SGE.L;United Kingdom
Sainsbury's;Food & Drug Retailers;SBRY.L;United Kingdom
Schroders;Financial Services;SDR.L;United Kingdom
Scottish Mortgage Investment Trust;Equity Investment Instruments;SMT.L;United Kingdom
Segro;Real Estate Investment Trusts;SGRO.L;United Kingdom
Severn Trent;Gas, Water & Multi-utilities;SVT.L;United Kingdom
Smith & Nephew;Health Care Equipment & Services;SN.L;United Kingdom
DS Smith;General Industrials;SMDS.L;United Kingdom
Smiths Group;General Industrials;SMIN.L;United Kingdom
Smurfit Kappa;General Industrials;SKG.L;United Kingdom
Spirax-Sarco Engineering;Industrial Engineering;SPX.L;United Kingdom
SSE plc;Electricity;SSE.L;United Kingdom
Standard Chartered;Banks;STAN.L;United Kingdom
Standard Life Aberdeen;Financial Services;SLA.L;United Kingdom
St. James's Place plc;Life Insurance;STJ.L;United Kingdom
Taylor Wimpey;Household Goods & Home Construction;TW.L;United Kingdom
Tesco;Food & Drug Retailers;TSCO.L;United Kingdom
Unilever;Personal Goods;ULVR.L;United Kingdom
United Utilities;Gas, Water & Multi-utilities;UU.L;United Kingdom
Vodafone Group;Mobile Telecommunications;VOD.L;United Kingdom
Whitbread;Retail hospitality;WTB.L;United Kingdom
WPP plc;Media;WPP.L;United Kingdom
3M Company;Industrials;MMM;United States
A.O. Smith Corp;Industrials;AOS;United States
Abbott Laboratories;Health Care;ABT;United States
AbbVie Inc.;Health Care;ABBV;United States
ABIOMED Inc;Health Care;ABMD;United States
